spike_times,spike_values
0.1043666666666666,36.8129481957964
0.1157666666666666,122.60444441837946
0.1346,35.20841984019946
0.1386,124.084986423216
0.1527666666666666,32.52856561135003
0.1677333333333333,116.24439388944386
0.1741,26.93128568394008
0.1835666666666666,140.10374698211865
0.1938666666666667,35.01519268903419
0.2065,29.41450288608451
0.2161666666666666,118.19759011383526
0.2229333333333333,26.950403990034854
0.2392,125.72647283638469
0.2450666666666666,26.8907327630171
0.2526,27.246768679116855
0.2548333333333333,31.42365739189905
0.2620666666666666,106.15960429099069
0.2686,31.01287632650884
0.2907333333333333,103.47372569421282
0.295,28.8783127817835
0.299,31.44121519499913
0.3205333333333333,124.39495139708671
0.3414666666666667,99.735266584509
0.3470333333333333,26.550649599116618
0.3708,131.61778924143437
0.3788333333333333,33.566412288023145
0.3984999999999999,128.5489323614109
0.4025333333333333,30.97096406121763
0.4181,125.29620658952396
0.4237666666666666,26.33676032573702
0.4525666666666667,119.71684430731486
0.4604,28.447260015761398
0.4911999999999999,133.23808694537564
0.503,31.11199112948668
0.5187333333333334,126.25093828330756
0.5551333333333334,134.7567085380967
0.608,122.44534023669152
0.6205666666666666,36.241179519025664
0.6531333333333333,124.89346474164373
0.6759333333333333,109.30672997316132
0.6817333333333333,27.561274038939978
0.7078333333333333,26.93539930597317
0.7273666666666666,115.5164282568407
0.7344666666666666,30.618999285931807
0.7493,118.73036207892967
0.7592,27.013649909302572
0.7746666666666666,30.061792180556736
0.7949333333333333,105.27416596417292
0.8009999999999999,29.35856490411069
0.8109666666666666,30.2840724209718
0.8189333333333333,122.8860833788511
0.8408333333333333,127.49984794738444
0.8482666666666666,33.96649375222555
0.8727666666666667,122.8726629834212
0.8981333333333333,106.81232333186888
0.9049333333333331,27.85246463833277
0.9145,38.14028440722691
0.9223666666666668,114.31410596066353
0.9311666666666668,28.08161515187182
0.9625333333333334,121.14635484181588
0.9995666666666666,32.44243392737352
1.0117666666666667,27.3370889949689
1.0261,27.24960409978536
1.0403666666666669,132.22063229358733
1.0634,27.276009496821928
1.0789666666666666,125.7363131630463
1.0837,31.500169037174903
1.0911333333333333,38.96185463015561
1.0947666666666669,26.6092772797588
1.1101333333333334,31.317293104023765
1.1130666666666666,29.280640653683708
1.1286333333333334,119.6515693111744
1.1329333333333331,27.219058880789188
1.1558333333333335,36.39112166393824
1.1837000000000002,131.7891948505858
1.1882333333333337,44.48545980038299
1.2113666666666667,29.13227380370245
1.2189666666666668,128.581715003799
1.2274,32.394317167652
1.2316,27.01940309312849
1.2411666666666668,106.33015049378324
1.2810333333333337,118.2417417814994
1.3402333333333334,124.51686470226588
1.3562,27.342221093251656
1.3751,30.95313036172524
1.4038000000000002,30.67840610345033
1.4101333333333337,129.9008626062128
1.4239333333333335,30.76854624817995
1.4420000000000002,117.5728408172116
1.4463,29.03473040442505
1.4869666666666668,113.02051197863356
1.5010666666666668,40.9819081427606
1.548533333333333,33.75149631654279
1.5570000000000002,122.62524716257508
1.5651000000000002,39.98280463025184
1.5855666666666668,102.68436075156072
1.625033333333333,130.56971687534747
1.6328,32.681559401029084
1.6435000000000002,28.10675163603796
1.6563333333333334,87.18077615632109
1.7184333333333337,27.53130759914131
1.7216,114.6983167551338
1.7289,28.223765913864156
1.7403000000000002,27.366659261339237
1.7525333333333335,29.227954046722743
1.8197333333333332,126.04747238593735
1.8251333333333333,29.14000598583004
1.8577333333333332,125.494722520875
1.8881333333333332,114.78335163420452
1.9138666666666668,28.934803077457275
1.9224666666666668,28.86207697635195
1.9428,108.89483173381932
1.9965666666666668,119.67621401617028
2.0607333333333333,27.4415322829458
2.0679333333333334,112.46964289384114
2.0808,31.054021372530887
2.0901,27.485360875097623
